MEMS_SN__PARENT_SN,242_m1_Delta_F,242_m1_F_AC_peak,242_m1_F_BD_peak,242_m1_LED_1.8_PD_A,242_m1_LED_1.8_PD_B,242_m1_LED_1.8_PD_C,242_m1_LED_1.8_PD_D,242_m1_SNR_PD_A,242_m1_SNR_PD_B,242_m1_SNR_PD_C,242_m1_SNR_PD_D,242_m1_THD_PD_A,242_m1_Z_AC_peak,242_m1_Z_BD_peak,242_m1_lin_R2_PD_A,242_m1_lin_R2_PD_B,242_m1_lin_R2_PD_C,242_m1_lin_R2_PD_D,242_m1_lin_gain_PD_A,242_m1_lin_gain_PD_B,242_m1_lin_gain_PD_C,242_m1_lin_gain_PD_D,242_m1_min_IV_AC,242_m1_min_IV_BD,242_m1_sync_error,242_m2_Delta_F,242_m2_F_AC_peak,242_m2_F_BD_peak,242_m2_LED_1.8_PD_A,242_m2_LED_1.8_PD_B,242_m2_LED_1.8_PD_C,242_m2_LED_1.8_PD_D,242_m2_SNR_PD_A,242_m2_SNR_PD_B,242_m2_SNR_PD_C,242_m2_SNR_PD_D,242_m2_THD_PD_A,242_m2_Z_AC_peak,242_m2_Z_BD_peak,242_m2_lin_R2_PD_A,242_m2_lin_R2_PD_B,242_m2_lin_R2_PD_C,242_m2_lin_R2_PD_D,242_m2_lin_gain_PD_A,242_m2_lin_gain_PD_B,242_m2_lin_gain_PD_C,242_m2_lin_gain_PD_D,242_m2_min_IV_AC,242_m2_min_IV_BD,242_m2_sync_error,242_m3_Delta_F,242_m3_F_AC_peak,242_m3_F_BD_peak,242_m3_LED_1.8_PD_A,242_m3_LED_1.8_PD_B,242_m3_LED_1.8_PD_C,242_m3_LED_1.8_PD_D,242_m3_SNR_PD_A,242_m3_SNR_PD_B,242_m3_SNR_PD_C,242_m3_SNR_PD_D,242_m3_THD_PD_A,242_m3_THD_PD_B,242_m3_THD_PD_C,242_m3_THD_PD_D,242_m3_Z_AC_peak,242_m3_Z_BD_peak,242_m3_feedback_delay,242_m3_internal_delay_diff,242_m3_lin_R2_PD_A,242_m3_lin_R2_PD_B,242_m3_lin_R2_PD_C,242_m3_lin_R2_PD_D,242_m3_lin_gain_PD_A,242_m3_lin_gain_PD_B,242_m3_lin_gain_PD_C,242_m3_lin_gain_PD_D,242_m3_min_IV_AC,242_m3_min_IV_BD,242_m3_sync_error,242_m4_Delta_F,242_m4_F_AC_peak,242_m4_F_BD_peak,242_m4_LED_1.8_PD_A,242_m4_LED_1.8_PD_B,242_m4_LED_1.8_PD_C,242_m4_LED_1.8_PD_D,242_m4_SNR_PD_A,242_m4_SNR_PD_B,242_m4_SNR_PD_C,242_m4_SNR_PD_D,242_m4_THD_PD_A,242_m4_Z_AC_peak,242_m4_Z_BD_peak,242_m4_lin_R2_PD_A,242_m4_lin_R2_PD_B,242_m4_lin_R2_PD_C,242_m4_lin_R2_PD_D,242_m4_lin_gain_PD_A,242_m4_lin_gain_PD_B,242_m4_lin_gain_PD_C,242_m4_lin_gain_PD_D,242_m4_min_IV_AC,242_m4_min_IV_BD,242_m4_sync_error,242_tolerance,242_agg_meah,250_RESULT
SN937,22.11806075,315.1659324,323.600307,1.671318501,1.379731936,1.438284087,1.722964935,33.86287793,31.07771954,31.68658683,33.56508218,-42.91411258,7951.125924,7783.148561,1.000350484,1.000171384,1.000165558,1.000133783,0.9158195728,0.7173370018,0.7697298858,0.9492274453,-1.19E-08,-1.22E-08,-0.4244127567,3.062779524,326.385173,320.8116005,2.048284065,1.754012088,2.112926163,2.347036873,38.48531651,35.16928168,37.78168985,40.08526976,-43.06536263,8990.158383,8090.568827,1.008058659,1.010845298,1.009119894,1.010948124,1.266840709,1.000848014,1.253907975,1.461092579,-3.56E-09,-3.18E-09,-0.4244127567,17.31845312,313.5941333,310.2939022,1.08904462,1.012842779,1.490395603,1.6943882,30.50989804,30.16910118,32.27362506,32.91921242,-46.56664017,-46.77125368,-45.66223818,-45.65322947,9144.469353,9001.545707,1.169141625,0.06520670582,1.000033882,0.9991029482,0.9994093387,0.9996269313,0.5342149942,0.4640251998,0.811789893,0.9140547613,-4.66E-09,-3.27E-09,-0.4244127567,12.33773921,323.4582052,314.1403007,1.258049233,1.332023567,1.697423833,1.583778671,30.09267234,30.29373176,33.1116658,33.74668999,-43.16877919,7918.665933,-7.19017E+35,0.99959688,0.9997696052,0.9998400208,0.9994962184,0.6700565687,0.6754847213,0.9523244676,0.8834648574,-6.78E-09,-8.44E-09,-0.4244127567,10.619805,0.669032719,Failed
SN938,22.13669011,315.1649985,323.6074174,1.671639989,1.379738865,1.438376858,1.723347538,33.86304176,31.07543172,31.68490956,33.56533868,-42.91650606,7954.831719,7786.832179,1.000351122,1.000171818,1.000166032,1.000134166,0.916005831,0.7173098929,0.7697720476,0.9494520444,-1.19E-08,-1.22E-08,-0.4250752591,3.062039669,326.3934943,320.8170261,2.04903885,1.754495394,2.113771694,2.348072668,38.49045213,35.17147081,37.78647215,40.0921108,-43.06721154,8995.0297,8094.616926,1.008067328,1.010856824,1.009129657,1.01095981,1.267419455,1.0011772,1.254489324,1.461853071,-3.54E-09,-3.16E-09,-0.4250752591,17.33172893,313.5904562,310.2896348,1.088811733,1.012508052,1.490516533,1.694714055,30.50673524,30.16559641,32.27235073,32.91861992,-46.57243229,-46.77724465,-45.66757437,-45.65862178,9149.547756,9006.555731,1.166587306,0.06511583006,1.000034186,0.9991023532,0.9994090313,0.9996268349,0.5340397857,0.4637640918,0.8118593803,0.9142289706,-4.64E-09,-3.25E-09,-0.4250752591,12.34538713,323.4631209,314.1398961,1.257997096,1.3320349,1.697775287,1.584005089,30.08963502,30.29076157,33.11130388,33.74675038,-43.17101834,7922.630327,-7.19773E+35,0.9995968164,0.9997696292,0.9998401526,0.9994960347,0.6700241391,0.6754513855,0.9525489921,0.8836163051,-6.76E-09,-8.43E-09,-0.4250752591,10.16598845,10.36686637,Passed
SN939,22.15531947,315.1640647,323.6145277,1.671961476,1.379745794,1.43846963,1.72373014,33.86320559,31.07314389,31.68323229,33.56559519,-42.91889954,7958.537514,7790.515798,1.00035176,1.000172253,1.000166506,1.000134549,0.9161920893,0.7172827839,0.7698142094,0.9496766436,-1.19E-08,-1.22E-08,-0.4257377616,3.061299815,326.4018156,320.8224517,2.049793636,1.7549787,2.114617224,2.349108463,38.49558774,35.17365994,37.79125445,40.09895184,-43.06906044,8999.901017,8098.665026,1.008075997,1.010868351,1.009139419,1.010971496,1.267998202,1.001506386,1.255070673,1.462613563,-3.53E-09,-3.14E-09,-0.4257377616,17.34500474,313.5867791,310.2853675,1.088578846,1.012173324,1.490637462,1.695039909,30.50357245,30.16209165,32.27107639,32.91802742,-46.57822441,-46.78323562,-45.67291056,-45.66401408,9154.626158,9011.565754,1.164032987,0.0650249543,1.00003449,0.9991017582,0.9994087239,0.9996267385,0.5338645773,0.4635029838,0.8119288676,0.9144031798,-4.63E-09,-3.23E-09,-0.4257377616,12.35303506,323.4680366,314.1394916,1.25794496,1.332046234,1.698126741,1.584231508,30.0865977,30.28779138,33.11094196,33.74681077,-43.17325749,7926.59472,-7.20529E+35,0.9995967527,0.9997696533,0.9998402843,0.9994958509,0.6699917096,0.6754180497,0.9527735167,0.8837677528,-6.75E-09,-8.42E-09,-0.4257377616,10.00029187,10.90872377,Passed
SN940,22.17394883,315.1631309,323.6216381,1.672282963,1.379752723,1.438562402,1.724112743,33.86336941,31.07085606,31.68155503,33.56585169,-42.92129302,7962.243309,7794.199416,1.000352399,1.000172688,1.00016698,1.000134932,0.9163783475,0.7172556749,0.7698563713,0.9499012427,-1.19E-08,-1.22E-08,-0.4264002641,3.060559961,326.4101368,320.8278773,2.050548422,1.755462007,2.115462755,2.350144259,38.50072336,35.17584907,37.79603675,40.10579288,-43.07090935,9004.772333,8102.713126,1.008084666,1.010879878,1.009149182,1.010983182,1.268576949,1.001835572,1.255652022,1.463374054,-3.51E-09,-3.13E-09,-0.4264002641,17.35828055,313.583102,310.2811002,1.088345959,1.011838597,1.490758392,1.695365764,30.50040965,30.15858689,32.26980205,32.91743493,-46.58401654,-46.78922658,-45.67824675,-45.66940638,9159.704561,9016.575778,1.161478668,0.06493407855,1.000034793,0.9991011633,0.9994084165,0.9996266421,0.5336893689,0.4632418758,0.8119983549,0.9145773891,-4.62E-09,-3.22E-09,-0.4264002641,12.36068299,323.4729524,314.139087,1.257892823,1.332057568,1.698478195,1.584457927,30.08356039,30.28482118,33.11058003,33.74687115,-43.17549664,7930.559114,-7.21285E+35,0.999596689,0.9997696773,0.999840416,0.9994956671,0.6699592801,0.6753847139,0.9529980412,0.8839192006,-6.74E-09,-8.41E-09,-0.4264002641,10.18675245,0.8103004701,Failed
SN941,22.19257818,315.1621971,323.6287485,1.672604451,1.379759653,1.438655173,1.724495346,33.86353324,31.06856824,31.67987776,33.56610819,-42.92368651,7965.949104,7797.883034,1.000353037,1.000173122,1.000167453,1.000135315,0.9165646058,0.7172285659,0.7698985331,0.9501258419,-1.19E-08,-1.22E-08,-0.4270627665,3.059820107,326.4184581,320.8333029,2.051303207,1.755945313,2.116308285,2.351180054,38.50585898,35.1780382,37.80081905,40.11263392,-43.07275826,9009.64365,8106.761226,1.008093334,1.010891405,1.009158945,1.010994868,1.269155695,1.002164758,1.256233371,1.464134546,-3.49E-09,-3.11E-09,-0.4270627665,17.37155635,313.5794249,310.2768329,1.088113073,1.011503869,1.490879321,1.695691618,30.49724685,30.15508212,32.26852772,32.91684243,-46.58980866,-46.79521755,-45.68358294,-45.67479868,9164.782964,9021.585802,1.158924349,0.06484320279,1.000035097,0.9991005683,0.9994081091,0.9996265457,0.5335141604,0.4629807678,0.8120678422,0.9147515984,-4.6E-09,-3.2E-09,-0.4270627665,12.36833092,323.4778681,314.1386825,1.257840687,1.332068902,1.698829649,1.584684345,30.08052307,30.28185099,33.11021811,33.74693154,-43.17773579,7934.523507,-7.22041E+35,0.9995966253,0.9997697013,0.9998405478,0.9994954833,0.6699268506,0.6753513781,0.9532225657,0.8840706483,-6.73E-09,-8.39E-09,-0.4270627665,0.3968901957,10.53252956,Passed
SN942,22.21120754,315.1612632,323.6358588,1.672925938,1.379766582,1.438747945,1.724877948,33.86369707,31.06628041,31.67820049,33.5663647,-42.92607999,7969.654899,7801.566652,1.000353675,1.000173557,1.000167927,1.000135697,0.9167508641,0.7172014569,0.769940695,0.950350441,-1.19E-08,-1.22E-08,-0.427725269,3.059080253,326.4267794,320.8387284,2.052057993,1.756428619,2.117153815,2.352215849,38.51099459,35.18022734,37.80560136,40.11947495,-43.07460716,9014.514967,8110.809326,1.008102003,1.010902932,1.009168708,1.011006555,1.269734442,1.002493943,1.25681472,1.464895038,-3.48E-09,-3.09E-09,-0.427725269,17.38483216,313.5757478,310.2725655,1.087880186,1.011169142,1.491000251,1.696017472,30.49408406,30.15157736,32.26725338,32.91624993,-46.59560078,-46.80120852,-45.68891912,-45.68019098,9169.861366,9026.595825,1.15637003,0.06475232703,1.000035401,0.9990999734,0.9994078017,0.9996264493,0.533338952,0.4627196598,0.8121373294,0.9149258076,-4.59E-09,-3.18E-09,-0.427725269,12.37597885,323.4827838,314.1382779,1.25778855,1.332080236,1.699181103,1.584910764,30.07748575,30.2788808,33.10985619,33.74699193,-43.17997493,7938.4879,-7.22797E+35,0.9995965617,0.9997697253,0.9998406795,0.9994952996,0.6698944211,0.6753180423,0.9534470902,0.8842220961,-6.71E-09,-8.38E-09,-0.427725269,0.1861353917,10.58412578,Passed
SN943,22.2298369,315.1603294,323.6429692,1.673247425,1.379773511,1.438840717,1.725260551,33.86386089,31.06399258,31.67652322,33.5666212,-42.92847347,7973.360694,7805.25027,1.000354314,1.000173992,1.000168401,1.00013608,0.9169371223,0.7171743479,0.7699828568,0.9505750402,-1.19E-08,-1.22E-08,-0.4283877715,3.058340399,326.4351007,320.844154,2.052812778,1.756911925,2.117999346,2.353251644,38.51613021,35.18241647,37.81038366,40.12631599,-43.07645607,9019.386283,8114.857425,1.008110672,1.010914459,1.009178471,1.011018241,1.270313189,1.002823129,1.257396069,1.465655529,-3.46E-09,-3.07E-09,-0.4283877715,17.39810797,313.5720706,310.2682982,1.087647299,1.010834414,1.491121181,1.696343327,30.49092126,30.1480726,32.26597904,32.91565743,-46.60139291,-46.80719949,-45.69425531,-45.68558328,9174.939769,9031.605849,1.15381571,0.06466145127,1.000035705,0.9990993784,0.9994074943,0.9996263529,0.5331637436,0.4624585518,0.8122068167,0.9151000169,-4.57E-09,-3.17E-09,-0.4283877715,12.38362678,323.4876996,314.1378733,1.257736414,1.332091569,1.699532557,1.585137183,30.07444844,30.27591061,33.10949427,33.74705231,-43.18221408,7942.452294,-7.23553E+35,0.999596498,0.9997697493,0.9998408112,0.9994951158,0.6698619916,0.6752847065,0.9536716148,0.8843735438,-6.7E-09,-8.37E-09,-0.4283877715,10.311341,0.02449858153,Failed
SN944,22.24846626,315.1593956,323.6500795,1.673568913,1.37978044,1.438933489,1.725643154,33.86402472,31.06170475,31.67484596,33.56687771,-42.93086695,7977.066489,7808.933888,1.000354952,1.000174427,1.000168875,1.000136463,0.9171233806,0.7171472389,0.7700250187,0.9507996393,-1.18E-08,-1.22E-08,-0.4290502739,3.057600545,326.4434219,320.8495796,2.053567564,1.757395231,2.118844876,2.35428744,38.52126583,35.1846056,37.81516596,40.13315703,-43.07830497,9024.2576,8118.905525,1.008119341,1.010925986,1.009188234,1.011029927,1.270891935,1.003152315,1.257977418,1.466416021,-3.44E-09,-3.05E-09,-0.4290502739,17.41138378,313.5683935,310.2640309,1.087414412,1.010499687,1.49124211,1.696669181,30.48775846,30.14456783,32.2647047,32.91506493,-46.60718503,-46.81319045,-45.6995915,-45.69097558,9180.018172,9036.615873,1.151261391,0.06457057551,1.000036009,0.9990987834,0.9994071869,0.9996262565,0.5329885352,0.4621974439,0.812276304,0.9152742262,-4.56E-09,-3.15E-09,-0.4290502739,12.39127471,323.4926153,314.1374688,1.257684278,1.332102903,1.699884011,1.585363601,30.07141112,30.27294042,33.10913235,33.7471127,-43.18445323,7946.416687,-7.2431E+35,0.9995964343,0.9997697733,0.999840943,0.999494932,0.6698295621,0.6752513707,0.9538961393,0.8845249916,-6.69E-09,-8.36E-09,-0.4290502739,0.9632141483,10.45614248,Passed
SN945,22.26709562,315.1584618,323.6571899,1.6738904,1.379787369,1.43902626,1.726025756,33.86418855,31.05941693,31.67316869,33.56713421,-42.93326043,7980.772284,7812.617506,1.00035559,1.000174861,1.000169349,1.000136846,0.9173096389,0.7171201299,0.7700671805,0.9510242384,-1.18E-08,-1.22E-08,-0.4297127764,3.056860691,326.4517432,320.8550052,2.05432235,1.757878538,2.119690407,2.355323235,38.52640144,35.18679473,37.81994826,40.13999807,-43.08015388,9029.128917,8122.953625,1.00812801,1.010937513,1.009197997,1.011041613,1.271470682,1.003481501,1.258558767,1.467176513,-3.43E-09,-3.04E-09,-0.4297127764,17.42465958,313.5647164,310.2597636,1.087181525,1.010164959,1.49136304,1.696995036,30.48459566,30.14106307,32.26343037,32.91447243,-46.61297716,-46.81918142,-45.70492769,-45.69636788,9185.096575,9041.625896,1.148707072,0.06447969976,1.000036312,0.9990981885,0.9994068795,0.9996261601,0.5328133267,0.4619363359,0.8123457913,0.9154484355,-4.54E-09,-3.13E-09,-0.4297127764,12.39892264,323.497531,314.1370642,1.257632141,1.332114237,1.700235466,1.58559002,30.0683738,30.26997023,33.10877043,33.74717309,-43.18669238,7950.381081,-7.25066E+35,0.9995963707,0.9997697973,0.9998410747,0.9994947482,0.6697971326,0.6752180349,0.9541206638,0.8846764393,-6.68E-09,-8.35E-09,-0.4297127764,0.8466626024,10.58257132,Passed
SN946,22.28572497,315.1575279,323.6643002,1.674211887,1.379794298,1.439119032,1.726408359,33.86435237,31.0571291,31.67149142,33.56739071,-42.93565391,7984.478078,7816.301124,1.000356228,1.000175296,1.000169823,1.000137229,0.9174958971,0.7170930209,0.7701093424,0.9512488376,-1.18E-08,-1.22E-08,-0.4303752789,3.056120837,326.4600645,320.8604308,2.055077135,1.758361844,2.120535937,2.35635903,38.53153706,35.18898386,37.82473056,40.14683911,-43.08200279,9034.000233,8127.001725,1.008136679,1.01094904,1.009207759,1.011053299,1.272049429,1.003810687,1.259140116,1.467937004,-3.41E-09,-3.02E-09,-0.4303752789,17.43793539,313.5610393,310.2554963,1.086948638,1.009830232,1.491483969,1.69732089,30.48143287,30.13755831,32.26215603,32.91387993,-46.61876928,-46.82517239,-45.71026387,-45.70176018,9190.174977,9046.63592,1.146152753,0.064388824,1.000036616,0.9990975935,0.999406572,0.9996260637,0.5326381183,0.4616752279,0.8124152786,0.9156226447,-4.53E-09,-3.12E-09,-0.4303752789,12.40657057,323.5024468,314.1366596,1.257580005,1.332125571,1.70058692,1.585816439,30.06533649,30.26700004,33.1084085,33.74723348,-43.18893153,7954.345474,-7.25822E+35,0.999596307,0.9997698213,0.9998412065,0.9994945644,0.6697647031,0.6751846991,0.9543451884,0.8848278871,-6.66E-09,-8.33E-09,-0.4303752789,10.87105078,0.9937578608,Failed
SN947,22.30435433,315.1565941,323.6714106,1.674533375,1.379801228,1.439211804,1.726790962,33.8645162,31.05484127,31.66981415,33.56764722,-42.9380474,7988.183873,7819.984742,1.000356867,1.000175731,1.000170297,1.000137612,0.9176821554,0.7170659119,0.7701515042,0.9514734367,-1.18E-08,-1.21E-08,-0.4310377813,3.055380983,326.4683858,320.8658564,2.055831921,1.75884515,2.121381468,2.357394825,38.53667268,35.19117299,37.82951286,40.15368014,-43.08385169,9038.87155,8131.049825,1.008145348,1.010960567,1.009217522,1.011064985,1.272628175,1.004139872,1.259721465,1.468697496,-3.39E-09,-3E-09,-0.4310377813,17.4512112,313.5573622,310.2512289,1.086715752,1.009495505,1.491604899,1.697646745,30.47827007,30.13405354,32.26088169,32.91328743,-46.6245614,-46.83116336,-45.71560006,-45.70715248,9195.25338,9051.645944,1.143598434,0.06429794824,1.00003692,0.9990969985,0.9994062646,0.9996259673,0.5324629099,0.4614141199,0.8124847658,0.915796854,-4.51E-09,-3.1E-09,-0.4310377813,12.4142185,323.5073625,314.1362551,1.257527868,1.332136904,1.700938374,1.586042857,30.06229917,30.26402985,33.10804658,33.74729386,-43.19117068,7958.309867,-7.26578E+35,0.9995962433,0.9997698454,0.9998413382,0.9994943807,0.6697322736,0.6751513633,0.9545697129,0.8849793348,-6.65E-09,-8.32E-09,-0.4310377813,0.5504528871,10.78075725,Passed
SN948,22.32298369,315.1556603,323.678521,1.674854862,1.379808157,1.439304575,1.727173564,33.86468003,31.05255345,31.66813689,33.56790372,-42.94044088,7991.889668,7823.66836,1.000357505,1.000176165,1.000170771,1.000137994,0.9178684136,0.7170388029,0.7701936661,0.9516980359,-1.18E-08,-1.21E-08,-0.4317002838,3.054641129,326.4767071,320.871282,2.056586706,1.759328456,2.122226998,2.35843062,38.54180829,35.19336212,37.83429517,40.16052118,-43.0857006,9043.742867,8135.097924,1.008154016,1.010972094,1.009227285,1.011076671,1.273206922,1.004469058,1.260302814,1.469457988,-3.38E-09,-2.98E-09,-0.4317002838,17.46448701,313.5536851,310.2469616,1.086482865,1.009160777,1.491725828,1.697972599,30.47510727,30.13054878,32.25960736,32.91269493,-46.63035353,-46.83715433,-45.72093625,-45.71254478,9200.331783,9056.655968,1.141044114,0.06420707248,1.000037224,0.9990964036,0.9994059572,0.9996258709,0.5322877014,0.4611530119,0.8125542531,0.9159710633,-4.5E-09,-3.08E-09,-0.4317002838,12.42186643,323.5122783,314.1358505,1.257475732,1.332148238,1.701289828,1.586269276,30.05926186,30.26105966,33.10768466,33.74735425,-43.19340983,7962.274261,-7.27334E+35,0.9995961796,0.9997698694,0.9998414699,0.9994941969,0.669699844,0.6751180275,0.9547942374,0.8851307825,-6.64E-09,-8.31E-09,-0.4317002838,10.37856016,0.4577369472,Failed
SN949,22.34161305,315.1547265,323.6856313,1.67517635,1.379815086,1.439397347,1.727556167,33.86484385,31.05026562,31.66645962,33.56816022,-42.94283436,7995.595463,7827.351978,1.000358143,1.0001766,1.000171245,1.000138377,0.9180546719,0.7170116939,0.7702358279,0.951922635,-1.18E-08,-1.21E-08,-0.4323627863,3.053901275,326.4850283,320.8767076,2.057341492,1.759811762,2.123072529,2.359466416,38.54694391,35.19555125,37.83907747,40.16736222,-43.08754951,9048.614183,8139.146024,1.008162685,1.010983621,1.009237048,1.011088357,1.273785669,1.004798244,1.260884163,1.470218479,-3.36E-09,-2.97E-09,-0.4323627863,17.47776281,313.550008,310.2426943,1.086249978,1.00882605,1.491846758,1.698298454,30.47194448,30.12704402,32.25833302,32.91210244,-46.63614565,-46.84314529,-45.72627244,-45.71793708,9205.410185,9061.665991,1.138489795,0.06411619672,1.000037528,0.9990958086,0.9994056498,0.9996257745,0.532112493,0.4608919039,0.8126237404,0.9161452725,-4.48E-09,-3.07E-09,-0.4323627863,12.42951436,323.517194,314.1354459,1.257423596,1.332159572,1.701641282,1.586495695,30.05622454,30.25808947,33.10732274,33.74741464,-43.19564897,7966.238654,-7.2809E+35,0.999596116,0.9997698934,0.9998416017,0.9994940131,0.6696674145,0.6750846917,0.955018762,0.8852822303,-6.62E-09,-8.3E-09,-0.4323627863,0.5794546452,10.14414313,Failed
SN950,22.36024241,315.1537927,323.6927417,1.675497837,1.379822015,1.439490119,1.72793877,33.86500768,31.04797779,31.66478235,33.56841673,-42.94522784,7999.301258,7831.035596,1.000358781,1.000177035,1.000171719,1.00013876,0.9182409302,0.7169845849,0.7702779898,0.9521472342,-1.18E-08,-1.21E-08,-0.4330252887,3.053161421,326.4933496,320.8821332,2.058096277,1.760295069,2.123918059,2.360502211,38.55207953,35.19774038,37.84385977,40.17420326,-43.08939841,9053.4855,8143.194124,1.008171354,1.010995148,1.009246811,1.011100044,1.274364415,1.00512743,1.261465512,1.470978971,-3.34E-09,-2.95E-09,-0.4330252887,17.49103862,313.5463309,310.238427,1.086017091,1.008491322,1.491967687,1.698624308,30.46878168,30.12353925,32.25705868,32.91150994,-46.64193777,-46.84913626,-45.73160863,-45.72332938,9210.488588,9066.676015,1.135935476,0.06402532097,1.000037832,0.9990952136,0.9994053424,0.9996256782,0.5319372846,0.460630796,0.8126932277,0.9163194818,-4.47E-09,-3.05E-09,-0.4330252887,12.43716229,323.5221097,314.1350414,1.257371459,1.332170906,1.701992736,1.586722113,30.05318722,30.25511927,33.10696082,33.74747502,-43.19788812,7970.203047,-7.28846E+35,0.9995960523,0.9997699174,0.9998417334,0.9994938293,0.669634985,0.6750513559,0.9552432865,0.885433678,-6.61E-09,-8.29E-09,-0.4330252887,10.9676332,10.02145823,Passed
SN951,22.37887176,315.1528588,323.699852,1.675819324,1.379828944,1.43958289,1.728321372,33.86517151,31.04568997,31.66310508,33.56867323,-42.94762132,8003.007053,7834.719215,1.00035942,1.000177469,1.000172193,1.000139143,0.9184271884,0.7169574759,0.7703201516,0.9523718333,-1.18E-08,-1.21E-08,-0.4336877912,3.052421567,326.5016709,320.8875588,2.058851063,1.760778375,2.12476359,2.361538006,38.55721514,35.19992951,37.84864207,40.1810443,-43.09124732,9058.356817,8147.242224,1.008180023,1.011006675,1.009256574,1.01111173,1.274943162,1.005456616,1.262046861,1.471739463,-3.33E-09,-2.93E-09,-0.4336877912,17.50431443,313.5426538,310.2341596,1.085784204,1.008156595,1.492088617,1.698950162,30.46561888,30.12003449,32.25578435,32.91091744,-46.6477299,-46.85512723,-45.73694481,-45.72872168,9215.566991,9071.686039,1.133381157,0.06393444521,1.000038135,0.9990946187,0.999405035,0.9996255818,0.5317620762,0.460369688,0.812762715,0.9164936911,-4.46E-09,-3.03E-09,-0.4336877912,12.44481021,323.5270255,314.1346368,1.257319323,1.33218224,1.70234419,1.586948532,30.05014991,30.25214908,33.1065989,33.74753541,-43.20012727,7974.167441,-7.29603E+35,0.9995959886,0.9997699414,0.9998418652,0.9994936456,0.6696025555,0.6750180201,0.955467811,0.8855851258,-6.6E-09,-8.27E-09,-0.4336877912,10.73021479,10.2953325,Passed
SN952,22.39750112,315.151925,323.7069624,1.676140812,1.379835873,1.439675662,1.728703975,33.86533534,31.04340214,31.66142782,33.56892974,-42.9500148,8006.712848,7838.402833,1.000360058,1.000177904,1.000172666,1.000139526,0.9186134467,0.7169303669,0.7703623135,0.9525964325,-1.18E-08,-1.21E-08,-0.4343502936,3.051681713,326.5099922,320.8929844,2.059605849,1.761261681,2.12560912,2.362573801,38.56235076,35.20211864,37.85342437,40.18788534,-43.09309622,9063.228133,8151.290324,1.008188692,1.011018202,1.009266337,1.011123416,1.275521909,1.005785801,1.26262821,1.472499954,-3.31E-09,-2.91E-09,-0.4343502936,17.51759024,313.5389767,310.2298923,1.085551317,1.007821867,1.492209547,1.699276017,30.46245608,30.11652973,32.25451001,32.91032494,-46.65352202,-46.8611182,-45.742281,-45.73411398,9220.645393,9076.696062,1.130826838,0.06384356945,1.000038439,0.9990940237,0.9994047276,0.9996254854,0.5315868677,0.46010858,0.8128322022,0.9166679004,-4.44E-09,-3.02E-09,-0.4343502936,12.45245814,323.5319412,314.1342322,1.257267186,1.332193573,1.702695644,1.587174951,30.04711259,30.24917889,33.10623698,33.7475958,-43.20236642,7978.131834,-7.30359E+35,0.999595925,0.9997699654,0.9998419969,0.9994934618,0.669570126,0.6749846843,0.9556923356,0.8857365735,-6.59E-09,-8.26E-09,-0.4343502936,10.90106873,10.6603099,Passed
SN953,22.41613048,315.1509912,323.7140727,1.676462299,1.379842803,1.439768434,1.729086578,33.86549916,31.04111431,31.65975055,33.56918624,-42.95240829,8010.418643,7842.086451,1.000360696,1.000178339,1.00017314,1.000139909,0.918799705,0.7169032579,0.7704044753,0.9528210316,-1.18E-08,-1.21E-08,-0.4350127961,3.050941859,326.5183135,320.89841,2.060360634,1.761744987,2.126454651,2.363609596,38.56748638,35.20430778,37.85820667,40.19472637,-43.09494513,9068.09945,8155.338423,1.008197361,1.011029728,1.009276099,1.011135102,1.276100655,1.006114987,1.263209559,1.473260446,-3.29E-09,-2.89E-09,-0.4350127961,17.53086604,313.5352996,310.225625,1.08531843,1.00748714,1.492330476,1.699601871,30.45929329,30.11302496,32.25323567,32.90973244,-46.65931414,-46.86710916,-45.74761719,-45.73950628,9225.723796,9081.706086,1.128272518,0.06375269369,1.000038743,0.9990934288,0.9994044202,0.999625389,0.5314116593,0.459847472,0.8129016895,0.9168421096,-4.43E-09,-3E-09,-0.4350127961,12.46010607,323.5368569,314.1338277,1.25721505,1.332204907,1.703047098,1.587401369,30.04407527,30.2462087,33.10587505,33.74765618,-43.20460557,7982.096228,-7.31115E+35,0.9995958613,0.9997699894,0.9998421286,0.999493278,0.6695376965,0.6749513485,0.9559168601,0.8858880213,-6.57E-09,-8.25E-09,-0.4350127961,10.08867521,10.05454889,Passed
