Vendor_Batch,vendor_yield,offset,driftelite,prod_val,smartcal,resistance_yield
523288-08,-0.8965813429366369,209,160,128,237,-0.6694471608846986
523860-10,-0.8679115066464713,162,163,143,157,-0.7388982556332067
523288-10,1.2442254347371688,178,172,146,207,1.172577065793515
523288-10,-0.3786491235494584,156,164,149,215,-0.2954172294938141
523288-10,0.5484261354372231,141,127,143,165,0.0073495744624594295
523288-06,-1.0060586727651517,210,216,193,241,-1.736424242555806
523288-10,0.1614917121837706,145,216,193,191,-0.1459697312670262
523860-10,0.1997562321718393,151,141,142,223,-0.38950334834269634
523288-10,-1.8197488796640662,141,190,146,202,-1.5664823512738018
523288-08,0.13907183339907062,207,135,132,241,-0.588731554638131
523288-06,1.88610068345697,211,222,193,238,0.8859849511340199
523288-09,0.77310025928067,188,134,181,230,1.472593943171399
523288-11,-0.9770225204844211,109,164,131,182,-0.922720808024648
523288-10,-1.1546414598530699,176,174,149,208,-1.841100176011444
523288-10,0.674850745154338,159,177,193,241,-0.062029614010088996
523860-04,-0.031104465361304474,107,138,91,140,-0.5543690368557582
523288-09,-0.373720404600517,203,222,193,241,0.08158829588210759
523288-10,1.4776156682284618,150,145,143,202,1.7620018796704446
523288-08,-1.587790748024112,168,143,146,179,-0.5953261173560118
523288-09,-0.2684950906721791,187,218,188,235,-1.1272280712606184
523860-10,-0.5819849424435484,170,160,142,140,-0.4744690718866036
523860-04,0.07966463723168568,127,125,108,141,0.21948535133339225
523288-08,-0.45831509079297933,138,217,128,238,-0.7463539698437791
523288-06,0.11026067152490011,211,222,193,234,0.7050844242354232
523288-08,1.5846268768241605,119,140,120,166,1.5204860054195328
523288-08,0.2029895636449752,154,183,133,179,0.4931801342275617
523860-04,1.9005217062444504,107,125,124,147,1.5918409122773618
523860-01,0.3797102796368893,200,217,193,238,-0.7039869548993366
523288-11,-0.49349462978013625,166,216,139,169,-0.12858372286741976
523288-08,1.781512695613393,153,140,129,181,1.8408351134512617
523860-04,1.0261505247920661,107,125,87,140,0.6981855149912544
523288-11,1.2988597807687825,164,139,135,159,0.7814914626846164
523288-10,0.18126738180903867,166,160,149,197,0.2103397179547502
523288-09,-1.7597065930964997,199,222,188,237,-1.6130887413785393
523288-06,-0.2645164181837631,210,166,193,241,-0.14916128729655442
523860-01,0.052723584445888975,207,217,193,241,-0.004563858425646314
523288-09,-0.7629074169422085,200,222,181,235,-0.41376040442880224
523860-04,1.6332969059976237,107,125,110,140,2.5257708387311206
523288-09,-0.14235695026735937,197,125,188,143,-0.2752381762245864
523288-11,0.4397686447392387,162,193,142,172,0.7935238296633993
523288-11,-1.3379124986123727,202,221,193,240,-2.23156384143338
523860-04,-1.8846916180546172,134,125,102,140,-1.5067906867379501
523288-11,0.03352837936110836,143,157,136,241,0.24009835978457467
523288-06,1.1501343169123432,206,206,193,228,1.4619240259902262
523860-04,0.46700898034980143,147,125,111,231,0.7117936829646293
523860-10,0.4820763001536796,168,180,142,225,0.28119617915116285
523288-09,0.18010846381396758,199,222,193,241,-0.22454553205723074
523288-06,-2.020888739865014,190,222,193,237,-1.696216853681387
523288-08,-0.2671440998689874,188,222,135,147,0.09285930557219296
523288-06,2.4123518682551084,211,216,193,237,2.3417645066091213
523860-04,0.41006727876859406,109,125,98,144,0.3530019870580194
523288-08,-1.2866746282044585,135,135,124,188,-1.3283360986871284
523860-01,-1.0462657175853196,211,219,193,231,-1.3606295199198657
523288-11,0.5341836754677804,154,198,136,184,1.7060669430112907
523288-06,-0.4506984541531991,211,214,193,235,-0.009995944230955234
523860-04,0.6055352756093288,107,125,88,222,0.3030188475821239
523288-09,0.47265482675961595,204,222,193,241,1.1732553774389978
523860-04,-0.3323014122458251,107,125,99,209,-0.26229733441688663
523860-04,-0.480413415053978,119,125,113,140,-0.704986805483935
523288-08,0.776870278258738,156,160,136,183,0.6754817183193016
523288-06,-0.8833990524286522,204,219,193,238,-0.9543420739571773
523860-04,-0.34355270224387213,202,171,112,154,0.023133104708821406
523288-08,0.6654477635161182,140,159,138,192,0.7684770068694886
523860-01,0.15967598567750102,133,222,193,236,0.1351030043908889
523288-09,1.3372332102893327,164,137,183,241,1.486017075107774
523860-10,0.3639679251093719,169,174,92,220,-0.7441459156737595
523860-10,-0.44338287107151514,161,194,145,170,0.04575758179991257
523288-09,0.30188141328877094,196,222,193,229,0.38356343593977
523288-08,-1.317312888942795,144,128,125,182,-1.3458988914635195
523288-06,-1.0657481013698922,211,222,193,238,-0.5858569574125565
523288-11,1.1737061777348365,120,148,130,190,1.3515449641181316
523288-06,0.8698863640777361,211,219,193,241,0.23151227754398007
523288-11,-0.36788771642522494,150,210,133,179,-0.1948109271376441
523860-01,-1.1803799095589693,202,218,193,237,-0.7323157228458403
523288-08,-1.5118300456997424,193,134,193,240,-1.5744142282738025
523860-01,0.04500784646384886,211,216,193,238,0.08990085539688641
523860-04,-1.0849536052813442,121,125,141,140,-1.1298914774996998
523860-04,0.315882838976237,107,139,89,140,0.08893171692085144
523288-10,0.5104388035272698,154,181,148,185,-0.04654778267575954
523860-10,-0.6691607689311508,211,204,147,230,-0.49798764168130827
523288-06,0.2528003492230643,211,222,193,232,0.1899126653854571
523860-01,0.14248061357993047,197,153,193,241,-0.009012019984911107
523860-01,1.0029556095452357,211,218,193,241,1.0483145471988025
523860-04,-0.5555922255854009,130,125,102,140,-0.759202029323208
523288-08,-0.7390112789515709,155,129,186,164,-0.9565555129345892
523288-08,0.15216527402639615,132,129,147,179,-1.2390039149511987
523288-06,0.6042674732713099,201,212,193,228,-0.07766840350436988
523288-11,-0.2303515195651238,156,173,141,181,-0.6561333389104291
523288-11,0.2759558610987446,193,170,139,232,0.8456606383533423
523288-08,2.1368214060871895,173,156,96,159,2.254065143797
523288-11,0.30212631567070697,143,156,141,199,0.09714312944545728
523288-08,-0.07271974942560759,131,133,132,154,-1.0063208035211355
523288-06,-1.7341525528528068,196,222,193,230,-1.657131347076895
523860-01,0.3309107783297003,190,218,193,241,0.26669787497914804
523288-08,-2.7235338987950666,141,151,142,172,-2.2890843649081893
523288-11,1.0801738898093718,211,222,141,241,0.5308325192415406
523288-08,0.016277031700059136,164,147,143,146,0.06584249299240649
523860-04,1.8224916331057255,128,131,87,140,2.0905294017729266
523860-04,-0.2889136766155436,134,125,96,141,0.023937745070233385
523288-10,-0.21562612987491514,174,222,129,221,0.10815551049374
523288-11,-1.4728579307214318,157,155,128,172,-1.7389515061549194
523288-11,0.153272122813777,145,222,193,165,-0.33650216963061735
523860-10,1.4613289756221433,162,161,143,159,1.18963561555825
523288-09,-0.35450795123855916,196,220,193,241,-1.0156235146733565
523288-06,-1.9496894755996785,203,191,193,238,-1.7236923970196556
523288-10,-0.20203826856074467,162,180,139,201,-0.8420592898388966
523860-04,1.1938677922922252,191,125,115,140,1.233924006230304
523860-04,0.21642876432217703,108,125,193,140,-0.25342244331990627
523860-10,-0.5184447475326652,169,184,131,226,-0.34140287107542877
523288-09,-0.926380681052783,205,222,179,241,-0.8374892096486435
523860-04,1.0286177498478508,113,145,106,222,2.442095650397275
523288-08,1.7192227412227001,188,138,129,241,1.1226503641282766
523860-10,0.1806268000543966,176,194,142,155,-0.42445278436505296
523860-10,0.8764251757079783,184,222,193,226,0.19508061096034712
523288-10,0.23948627208325265,169,154,148,212,0.255199209713436
523288-08,1.872995397562682,116,173,135,140,2.118807901269778
523288-09,0.4454124255237721,146,135,135,186,0.4907961988994179
523288-10,-0.7570843130568197,171,182,145,164,-0.22335359131122545
523288-06,0.6876357486614978,160,143,154,158,0.9277842258705844
523288-11,0.9628498441985627,137,154,129,203,1.0217328727914774
523288-09,-1.2368993837962234,182,217,192,241,-1.7526583278114358
523288-06,-0.2344133599208476,158,222,193,238,-0.5030321220541835
523860-10,-0.3164023886422419,163,191,146,233,0.6832261075386213
523288-09,-0.354527790321038,202,218,179,233,-0.674730819712213
523860-01,0.72779463663776,211,211,193,240,1.087470603916997
523860-10,-0.9695894906393887,166,181,140,178,-1.2943674544856432
523288-08,-0.1990376789685815,108,135,133,162,0.3836879288831978
523288-08,-0.8032496989179811,148,164,133,172,-0.7897936883168564
523288-08,-0.3201709879898866,174,214,131,234,-0.023872118383926333
523860-01,-1.0947499357489605,192,211,193,233,-0.8593955463777233
523860-04,-0.3126280289578269,144,128,106,177,-0.8439369584359517
523288-11,-1.2319978073896327,155,170,137,158,-1.1792715222530408
523288-08,-0.9506096228464916,197,144,134,193,-0.34337378848795264
523288-06,-0.7418279273688959,159,133,191,237,-1.3989873631058605
523288-10,1.0249675672331489,176,187,145,203,1.406607188965489
523288-06,0.7508564303300894,207,165,193,230,0.7573435487853387
523860-10,2.4316856037068773,183,193,141,174,1.8596145218379472
523860-10,-1.5167731901708608,154,166,144,219,-1.6248304333063555
523860-10,0.4593403873524475,178,186,154,226,-0.05669248883460282
523288-11,1.4101516246770969,136,139,134,181,1.261725433864866
523860-10,1.8976512202495988,171,195,146,153,2.906625055705237
523288-10,-0.21568073161339674,145,164,138,207,-0.4730810924216394
523860-01,-0.08164777772115843,207,218,192,235,-0.056220342936609644
523860-01,1.3524309549566962,198,222,191,241,1.532745639673542
523288-10,0.03578908196971746,155,170,150,183,0.9281151606364627
523288-11,-0.8900329466232342,201,172,141,169,-1.3655265046391492
523288-08,0.8873898354600469,149,173,133,198,1.0226349291524217
523288-08,-0.21143054568303565,107,172,139,198,-0.7700564639781071
523288-06,0.06777123778667848,211,222,193,239,-0.12647438536290476
523288-09,-0.2527216828591426,211,211,193,241,0.5671776047841541
523860-04,0.5754690810396633,120,125,97,140,0.5911955670094408
523288-10,-0.36982007813115997,171,158,149,219,-0.6526852438057225
523288-10,-1.2576208905114648,125,169,150,204,-0.9340999799859395
523288-06,-1.1699832712611318,196,219,193,237,-0.9641743487141778
523288-06,0.38023916978044975,211,222,193,234,0.20971757399418034
523860-04,-0.9274254246947353,165,209,87,140,-0.8165458540312348
523860-01,0.7788267660219832,205,211,192,237,0.4765506302183649
523288-06,1.1009762079289676,140,158,193,233,1.911607493241394
523288-06,-1.2087188284917858,163,219,140,241,-0.6287565047212099
523860-04,1.6380214249368754,107,125,144,148,1.9782112800046707
523288-11,1.1217354033668796,159,196,138,189,1.2175925861657697
523288-08,-0.9687371870322191,131,130,135,161,-0.890522086463811
523860-10,2.1605657395969375,175,187,134,219,3.228631388920829
523288-09,1.391461975707954,193,222,193,236,1.4293903501600935
523860-04,-0.08303796189849807,113,125,88,140,-0.21573814791322823
523860-04,-0.9327765196107459,107,138,105,217,-0.5846063888649773
523288-06,-1.2547712192365184,196,214,193,237,-0.5955082317081297
523860-01,0.8691224385835193,210,216,193,230,1.7109434536052675
523288-09,0.1906643566259823,180,220,193,237,-0.6105321368846639
523288-11,-0.4116013039642685,158,164,139,201,0.3604531789699053
523288-11,1.0161500790432478,107,125,134,162,0.7628600720923198
523288-11,0.12295731542219103,126,180,134,178,0.10895056060778437
523860-10,0.6238090332920139,160,198,142,221,1.2987246074696195
523860-01,-1.4939351045001075,139,142,139,237,-1.3905468045204332
523860-04,1.470103266066183,107,125,88,140,1.9969115264448805
523860-01,-1.6370271748313423,211,221,190,241,-1.3406674946035957
523860-10,-1.2127590644113855,171,168,141,172,-1.6729526146875917
523288-09,0.5540086289337955,190,222,193,241,0.4995835923368811
523860-01,0.07487338967927627,211,220,192,241,-0.5386041285943959
523860-10,0.3404927915428042,173,165,149,157,1.1736459637296732
523288-08,0.19735339937047952,143,139,131,175,0.1493168344226869
523860-01,1.3419441836754904,201,222,193,186,1.2876544412057103
523288-08,0.6978589516048295,107,140,123,172,0.38901726595965574
523288-11,0.8981018421792087,195,219,193,228,0.6106868722431134
523860-01,0.11126276114100264,203,222,193,241,-0.05219442277456923
523288-06,0.8542984143003638,211,222,193,233,1.0090288961359777
523288-06,1.770330472255568,196,222,193,235,2.143554152828962
523288-10,-0.3593015845668041,161,155,116,197,0.11681703409732225
523860-10,0.8700433954929356,174,222,193,241,1.154798257237542
523288-11,0.4049656767080091,153,162,144,199,-0.28514102031916344
523288-10,-1.4602149474203299,159,172,145,219,-0.5759133907076147
523860-04,1.4996966053239924,145,125,136,154,1.8790842857552827
523860-10,0.1680747932526667,159,166,140,224,0.3276660508294717
523860-01,-0.9651040949694079,207,216,148,241,-1.5292898094415004
523288-11,-1.1485330270482488,163,177,142,151,-1.027399508862913
523288-10,0.5958961771027395,157,179,152,203,0.0752742566324186
523288-11,-0.08315877017341254,138,174,135,168,-0.875169412583998
523288-11,-0.7125772221680473,159,166,139,193,-1.1774665932376793
523860-01,0.6471751038805055,201,217,193,241,0.02624960548655164
523288-08,1.3105666689860158,153,220,134,241,1.254075409489655
523860-10,2.077359098581017,161,209,139,221,2.680131682847394
523860-04,-1.0999823739690109,107,125,93,140,-0.3987220538889934
523288-06,0.31177144405473767,211,217,193,241,0.6606583431995166
523288-06,1.6535300569718379,211,222,193,241,2.5186804743750644
523288-11,-0.5197208731882674,158,170,193,224,-0.29777630566776236
523860-01,-0.7656722080332996,196,216,193,238,-0.8893159507259636
523860-10,-1.2299077642782015,158,193,143,143,-1.2840419479136544
523288-10,0.12303897746219185,124,178,136,198,-0.33466812671645507
523288-10,0.44107833482213,157,201,151,206,-0.028129013759204957
523860-10,0.13343073920963067,179,147,136,231,-0.031547965616802204
523860-01,0.5118914448025965,164,125,141,191,-0.39874748319677633
523860-04,0.45576812434309305,110,170,90,140,0.46301884973721413
523288-10,-1.2213548039653204,169,178,149,222,-0.8529881958356652
523288-11,0.42891668703268604,159,193,140,192,0.8014571819180456
523288-08,1.1023812164673341,148,155,137,205,0.7418434919988149
523860-04,-0.013386097170201953,108,131,113,140,-0.4583109012058687
523288-11,-0.5897537750659851,160,130,145,181,-0.5379262006057046
523288-06,1.9238802013787422,169,152,193,241,1.468063187689382
523288-10,-0.7709699379580435,133,150,145,177,-0.9332550914384634
523288-08,-1.3571376158451762,110,149,142,197,-0.7602072501346535
523860-01,-1.6185062140710125,211,222,193,241,-0.5224281923532654
523860-04,1.0854015271586441,202,143,184,225,0.7597114667507161
523860-01,0.048710022240289426,211,222,193,231,-0.08100457328226734
523860-10,1.3064045234716917,165,161,138,233,0.6430509951072446
523288-06,-1.6940726661788716,211,222,193,236,-1.8979170228270723
523860-04,0.24942948664326758,154,125,87,142,0.20756505646755652
523288-10,-1.4868485652240981,131,148,151,171,-2.071372554638698
523860-10,-1.0893420950975574,186,174,142,215,-1.4032834250702257
523288-08,-0.2538888370984666,135,157,131,176,-0.3594552565294221
523288-06,-0.526687414781543,211,222,193,230,-1.1593280030079143
523288-08,-0.01465583202228384,140,161,134,206,-0.054669286782045204
523288-10,0.28885430037804144,162,190,149,194,-0.6632566882462074
523860-10,1.850281961953556,178,182,142,159,2.5405833213600606
523288-09,0.3831515882386814,195,131,189,239,1.2914650021919476
523860-10,-0.20290996224173172,141,198,143,231,-0.457290978394727
523288-06,0.7980972924972033,160,222,138,237,-0.12218139536924211
523860-04,1.3009728066034265,138,125,132,140,1.639644440154147
523288-09,1.516444809152989,204,222,193,241,1.0179275552363614
523288-06,-1.3734030968128288,211,222,193,241,-1.6734044293259744
523860-01,0.8761854958205902,206,148,150,241,0.9454272103545562
523288-11,1.1007971417484412,205,209,193,241,1.3567329019987848
523288-11,-0.3938050495452024,211,189,132,227,-0.4874579252338923
523860-10,0.27364559313355435,157,205,135,226,0.7462332726729408
523288-08,0.5000373313001648,130,158,125,198,-0.025657714425931566
523860-10,0.2255129257932613,181,209,142,144,0.5682346913126634
523860-01,0.06630759203636297,208,162,193,240,-0.4959659295407265
523288-08,-0.21485476661758335,157,180,135,174,0.6485419563311656
523860-01,0.7350726777509266,211,211,136,241,0.9886150370935155
523288-09,-0.9688715574397394,140,164,134,185,-1.123974720123504
523860-10,0.6069485908867648,186,173,146,140,0.384770273283432
523288-08,-0.0019347866670540762,150,172,126,177,0.05458549743839667
523860-10,-0.38984197828685985,176,157,146,146,-0.05631881626531898
523288-06,-0.09466243324325675,211,222,193,241,-0.32161966939244047
523860-04,0.830240798787674,107,125,98,140,0.5612360651732592
523288-06,1.2004449196884595,211,212,193,234,0.6736382371466193
523860-10,1.1746395608998836,211,163,136,230,1.6475513676077516
523288-06,0.592379198904407,197,216,193,237,0.22146533517074446
523860-10,-0.7496258817349263,183,175,144,218,-1.5647739123540303
523288-09,2.0774843962907195,199,221,193,237,2.196836257099156
523860-01,0.2539170040964716,211,211,193,241,0.6130023429521176
523860-01,0.3747789090067306,151,171,112,176,-0.13842288345500775
523288-08,-2.200919846491948,146,178,176,140,-1.8788915291564159
523288-09,-0.24111061506752016,201,173,193,187,-0.04306683982970905
523860-04,-1.4619465345390683,107,125,88,140,-1.8403962424121807
523860-10,0.21773229573673983,211,216,193,237,0.7742788382214205
523288-06,0.3459384164918989,204,211,193,239,0.3394535624425466
523288-06,-0.11502478475916311,211,222,193,240,0.37463194683480056
523288-06,-0.42945133158130055,200,170,138,188,-0.9349473978198322
523860-10,0.07954513977570475,183,192,140,160,-0.11268936784528026
523288-06,-0.8083329142160971,209,221,193,237,-1.0994914713930948
523288-06,-2.0170189756108226,207,222,190,241,-1.786323047423738
523860-10,0.645616923520742,182,176,141,140,1.0101200383639917
523288-06,-0.46044775226906964,211,222,193,239,-0.8885175825852838
523288-09,0.36242244539446034,186,163,126,157,0.7091269795519595
523288-06,1.5698445510722756,211,222,193,241,2.1332102903107795
523288-06,0.8389687319807245,203,222,193,230,-0.15407910488033694
523860-01,0.3149869463392692,211,216,193,241,0.35616670968334924
523288-08,-0.354192013039845,157,140,132,203,-0.5372774959693959
523288-09,-0.8024203579023734,141,137,136,234,0.574667544712224
523860-04,2.0501650838870846,154,125,141,145,2.057501959860189
523288-10,0.0490500100945283,159,154,150,191,-0.14575140733868022
523288-09,-0.40309219452593004,185,222,191,241,0.20189824141552537
523860-04,1.1147204365689927,107,129,90,141,0.4027916453438829
523288-06,-0.3813170971922473,209,221,193,241,-0.9332246669762474
523288-11,0.4901411183385309,135,163,133,140,0.7655145461033521
523860-10,1.0629723313600197,172,193,139,232,1.1221978693751065
523288-08,-0.31404775543326685,171,171,145,152,-0.5444068496347959
523288-06,0.9818407582490333,206,216,193,230,1.275290898180407
523860-04,0.5700713782429189,107,139,103,226,0.9198027487886429
523860-01,-0.6597076238848893,208,176,193,237,-0.017085647821922345
523860-04,1.193841921191248,107,125,105,182,0.9180950114139645
523288-06,1.4671073216816677,202,216,193,241,1.3364210671557222
523860-10,-1.1624957641754123,177,169,134,156,-0.42860936616014345
523288-10,-0.756162994224512,159,213,151,184,-0.4546911193041305
523288-10,-0.8366959256901472,164,201,148,187,-0.5530171249241276
523860-04,-2.876049218706866,107,132,135,140,-2.5994268306062716
523860-10,-1.1439591923280046,177,149,142,241,-1.4490974501743925
523288-10,-0.7842765503506773,211,177,150,180,-0.9021477953499945
523860-01,-0.8100493074266395,211,221,193,241,-0.7403492279959355
523860-10,0.2557955628654012,161,189,193,228,-0.4902090084203183
523288-10,0.293728878938199,161,172,193,233,0.8815740228302864
523288-09,-0.1412651668543424,144,135,142,177,-0.45507912961278996
523860-01,0.5742528079007578,207,206,193,241,0.1370649260447277
523288-09,0.06481792494974672,195,222,193,240,-0.1680747845900332
523860-10,1.3295176033686684,175,163,142,232,0.9626358303961053
523288-11,1.2164797844087816,151,134,128,195,0.4251978480839135
523288-09,1.5357774485648028,118,222,190,234,2.325141779247031
523288-10,0.4361420699189137,209,196,193,203,0.16962160267960325
523860-04,1.8118089249557132,149,125,92,140,1.883750609550838
523860-04,-0.45448801394294736,140,125,133,140,-0.5692710621907472
523860-04,0.18282207112072654,107,125,103,142,-0.20424137774361098
523288-09,2.3465419008585626,187,222,192,241,2.5436131453413973
523288-11,-1.8125873013602152,127,213,137,236,-2.2859370181985503
523860-04,1.4818792218289183,137,125,193,154,1.1888831717574442
523288-09,-0.5383005648596016,191,222,193,240,-0.08371818821335814
523860-01,0.8069663237145072,211,221,193,241,1.4632419071363145
523288-06,0.7912548641880628,211,220,193,240,-0.06215815277513026
523288-06,-0.8191407890850013,159,222,193,231,-1.0349062790389778
523288-08,-0.3275124345387707,114,177,138,240,-0.9889764965376113
523288-09,0.714295356330892,199,222,190,241,-0.2056685035759136
523288-09,0.2368187841515473,125,131,129,165,0.6017504763944659
523288-08,1.4028347009913638,144,191,130,191,1.7686252522625667
523288-09,0.93910817689875,210,222,190,232,0.7040887296460424
523288-10,-1.614040509762531,158,135,144,176,-1.6972897055059006
523860-04,1.5489888256091147,115,145,130,141,0.9830926175329697
523860-01,0.4520591969179365,199,219,193,241,1.04567652883736
523288-06,-0.6239710876509844,209,222,193,223,-0.9834246855971204
523288-10,1.319576459938182,177,131,154,203,1.6604958034770856
523288-09,-0.5255930303303348,205,219,187,234,0.6028159337004778
523860-01,0.5555151298756018,203,211,141,240,0.07271891390570417
523288-10,0.13873040327377298,140,171,150,178,1.0973368526145633
523288-09,0.31118226497839446,182,217,193,241,0.43529489650784625
523860-04,0.6338052331567059,138,205,96,145,0.8743970257680582
523288-08,-0.6709872123182706,140,173,150,157,-1.5392392390403136
523288-10,-0.536020457591869,146,149,147,190,0.044901835828522585
523288-08,0.9171089817556748,135,156,128,182,1.1326216859550133
523288-08,-0.38579955091343643,114,173,139,152,-1.0653399914477755
523860-01,0.21694389959147561,205,175,193,241,0.22942929990232974
523288-08,-1.4963424370553349,172,129,145,197,-2.4089525975915365
523288-08,0.1836231635299531,147,184,139,188,-0.15830457269733442
523860-10,-0.00429114868026966,158,189,138,225,-0.07449728711510989
523288-10,0.7116451014965189,171,175,138,215,-0.15831116894910358
523860-01,0.18225851375433963,208,216,192,240,-0.5117457103258861
523860-01,0.3093034628331547,204,212,144,200,0.5442097885214773
523288-08,0.381074767980632,140,125,138,165,0.4544806988172009
523288-06,1.7578313352248176,211,222,193,239,1.2381550175745886
523860-10,-0.6740721825903884,198,222,193,221,-0.6680542955746136
523288-08,0.7134954620054351,155,149,139,172,1.4759958960945088
523288-08,0.004179660669831397,152,164,127,181,-0.437105684679759
523860-04,0.8384744872494498,107,152,97,140,0.5409659135732577
523288-10,0.893989191637052,146,187,147,206,0.49927957446824495
523288-11,-2.6367755210111032,107,152,132,151,-2.7787244048540463
523860-10,-1.1673023853606477,174,167,147,227,-0.611229575061346
523860-04,-0.38185790806562525,107,133,103,140,-2.0277607771577824
523288-08,-0.09429450140994795,142,137,134,162,0.38653312614059315
523860-04,-0.6137504806929632,110,128,87,142,-1.1121430853780678
523288-06,-0.5346580946545983,126,220,193,241,-1.5801637728809173
523288-11,0.5826759720052443,141,217,134,190,0.4040605842980409
523288-11,-0.17548586032029806,160,177,139,241,-0.06571462092751855
523288-08,0.10818239669429124,159,189,131,171,0.7597258931350033
523288-10,1.2077834763533,149,182,147,186,1.9787547026885948
523288-11,0.29574714099041216,164,150,141,195,0.7076291147838635
523288-11,0.790937745935572,111,203,133,166,0.47764461581013545
523288-11,0.8106111825930982,207,220,143,231,0.5304560961171658
523860-01,1.0885815680765463,149,209,145,241,1.6943432094707078
523288-09,0.5169557611604865,196,214,183,241,0.3819938900825409
523860-10,-0.6326504646930521,175,173,136,234,-0.24666179341630512
523288-06,-0.2367269980827327,211,215,193,241,-0.6513949374691718
523860-04,-0.04681591865490266,107,125,111,153,-0.2995107702065697
523288-10,0.3963445643427455,193,197,151,206,-0.07389539788291605
523288-09,-1.0334681792846452,202,160,183,220,-0.043566758325102706
523288-10,2.508770457794989,180,219,155,178,1.6964397526875314
523288-08,-1.258068303122725,113,212,132,152,-1.5310809215705332
523288-09,-1.105773738434363,205,222,193,233,-1.7763886963277098
523860-10,0.8228493160099265,211,202,139,227,0.6199690550985747
523860-10,0.5715700276432464,177,157,138,217,0.22525420865611345
523860-10,0.47669547902838333,167,181,135,140,0.6527368187196582
523860-10,0.38543191083292155,154,190,137,231,1.1154050634419985
523860-10,0.8172320162548073,143,171,139,148,0.6695433280509792
523860-04,-1.9065139859403872,133,133,110,140,-1.513692720916826
523288-09,0.6882496107717997,197,217,192,230,0.30268208136351143
523288-09,-0.7757319611172444,192,215,192,237,-1.135063801548193
523860-01,0.9917859710615382,193,220,193,241,0.395831140721429
523288-11,-0.6044689962543451,142,151,133,183,-0.3011820550145951
523288-11,0.7408860050338864,137,172,137,176,0.6796333550029786
523860-04,-0.7911327886241374,107,125,132,140,-0.9823650352186204
523860-01,-1.7480627030430937,201,210,193,226,-2.1085577766099712
523288-06,-0.09755385232142058,197,222,193,241,0.5169017322309098
523288-11,-0.7436185477328051,124,143,140,230,-0.7937383758666172
523288-06,-1.951245865950678,154,219,193,193,-0.9631049645870138
523860-10,-0.06741767929089189,185,177,142,235,-0.2515990330899438
523288-10,-1.0854832297597719,135,198,147,195,-1.1400806651048008
523860-10,0.21050606659387613,209,222,193,239,0.5812603782142567
523288-09,-1.5292812053475644,195,160,185,239,-1.1203901525628552
523288-09,0.4268256383468804,199,218,193,241,1.1526569188035363
523288-09,0.8426186312814631,192,222,193,176,0.9529367503942429
523860-04,1.4073043070673161,139,127,87,156,0.7093845521396935
523288-09,-0.14617386454788125,132,222,132,184,-0.5140798464883373
523288-09,-0.42908003009320345,195,222,192,237,-0.6308437913072468
523288-10,0.28613133100122606,163,222,151,241,0.5611389626694195
523860-10,-0.6394926514319142,180,173,144,227,-0.18624959843999855
523860-10,-0.10460315871834969,163,150,145,147,-0.5417076195207836
523860-10,0.9471452651652925,184,137,139,174,0.7387240675162661
523288-09,-1.0215002602386745,200,222,193,235,-1.1619421936939758
523288-11,0.4045028353321426,107,188,139,181,0.2640913964925474
523288-09,0.4813770495711364,196,222,193,241,0.7403200808543345
523288-06,0.09654916241444546,211,219,193,241,0.25556038820261673
523288-06,1.4537923508449369,211,222,193,241,1.0900384157654979
523288-09,-1.1505423996126123,148,221,186,150,-1.5107052648387644
523288-10,0.47214143663713165,173,167,151,190,1.7406252954197385
523860-10,-0.20915421455564592,166,210,141,140,0.05009299337052725
523288-11,0.044953066011145,199,172,141,241,-0.17735027534192643
523288-10,1.7454985045218006,152,176,150,205,0.7684192981054631
523288-09,0.7590949244063665,144,163,132,241,-0.446162761490956
523288-06,0.317117470279497,211,222,193,241,0.09818551059074318
523288-06,-0.10212718500881184,211,221,193,234,-0.020642898343195742
523288-08,-1.07612694990248,183,208,177,145,-0.5711217018037673
523288-10,0.4950273022998891,139,177,141,211,-0.22197371537537913
523288-08,0.19374747157632358,200,215,135,189,0.306944568879569
523860-10,-0.5226762846762639,164,186,145,235,-0.487223562695375
523860-10,-0.8343494745280369,154,197,133,219,-0.26144407339786746
523288-09,0.3753920566136752,193,222,186,241,-0.3255001191959939
523860-04,0.5937941322873567,107,125,107,140,0.2816971817000744
523860-01,0.34708079366181027,154,214,193,241,-0.3009526973539151
523288-06,0.8433029184991466,211,214,193,241,0.6804828334406461
523288-10,-0.801948674368077,166,146,145,188,-0.3975739536028494
523288-08,-0.20328378067625671,199,210,136,173,-0.16039268520237965
523860-04,1.4485362735185947,113,125,95,140,1.1063545917021596
523288-08,0.5670220022442651,130,125,126,140,1.1887776978508857
523860-10,2.1327303407268308,181,181,142,227,3.0447897456320208
523860-10,0.13542010712171804,142,172,140,140,-0.6070867997805927
523860-04,-0.33569037727006373,107,125,103,140,-0.3719320348303744
523860-01,0.719066850789993,200,214,191,241,1.8854815294142755
523288-11,1.0083514763019261,138,173,144,181,0.977323787045525
523288-06,-0.11410382653344589,120,175,148,173,0.7499446707784608
523288-06,-1.806093052164649,211,221,193,241,-1.5894203916924519
523860-10,-0.719369751233949,172,189,132,174,-0.5705944224837677
523860-10,0.5532479996852538,167,195,139,238,0.1351606429093989
523288-08,-1.0490162267921388,107,125,131,191,-1.174187542474343
523288-08,-0.8154303370071533,140,142,142,186,-1.767092462897764
