,DS_85_port1_Return Loss_Result,DS_85_port1_Insertion Loss_Result,DS_85_port1_Insertion Tilt_Result,DS_85_port1_Isolation_Result,DS_85_port1_Max Delta 1_Result,DS_85_port1_Max Delta 2_Result,DS_85_port2_Return Loss_Result,DS_85_port2_Insertion Loss_Result,DS_85_port2_Insertion Tilt_Result,DS_85_port2_Isolation_Result,DS_85_port2_Max Delta 1_Result,DS_85_port4_Max Delta 2_Result,DS_85_port4_PORT-4_Result,DS_85_port4_Return Loss_Result,DS_85_port4_Insertion Loss_Result,DS_85_port4_Insertion Tilt_Result,DS_204_port1_Return Loss_Result,DS_204_port1_Insertion Loss_Result,DS_204_port1_Insertion Tilt_Result,DS_204_port1_Isolation_Result,DS_204_port1_Max Delta 1_Result,DS_204_port1_Max Delta 2_Result,DS_204_port2_Return Loss_Result,DS_204_port2_Insertion Loss_Result,DS_204_port2_Insertion Tilt_Result,DS_204_port2_Isolation_Result,DS_204_port2_Max Delta 1_Result,DS_204_port4_Max Delta 2_Result,DS_204_port4_PORT-4_Result,DS_204_port4_Return Loss_Result,DS_204_port4_Insertion Loss_Result,DS_204_port4_Insertion Tilt_Result,US_85_port1_Return Loss_Result,US_85_port1_Insertion Loss_Result,US_85_port1_PORT-2_Result,US_85_port2_Insertion Loss_Result,US_85_port2_PORT-3_Result,US_85_port3_Insertion Loss_Result,US_85_port3_PORT-4_Result,US_85_port4_Insertion Loss_Result,US_85_port4_----------------------------------------_Result,US_204_port1_Return Loss_Result,US_204_port1_Insertion Loss_Result,US_204_port1_PORT-2_Result,US_204_port2_Insertion Loss_Result,US_204_port2_PORT-3_Result,US_204_port3_Insertion Loss_Result,US_204_port3_PORT-4_Result,US_204_port4_Insertion Loss_Result,US_204_port4_----------------------------------------_Result,kpi
105205110880,-17.08,-17.08,-17.08,-17.08,-17.08,-17.08,-17.1,-17.1,-17.1,-17.1,-17.1,0.39,0.39,0.39,0.39,0.39,-15.53,-15.53,-15.53,-15.53,-15.53,-15.53,-15.48,-15.48,-15.48,-15.48,-15.48,1.04,1.04,1.04,1.04,1.04,-17.35,-17.35,-17.35,10.93,10.93,10.93,10.93,10.92,10.92,-15.68,-15.68,-15.68,10.96,10.96,10.95,10.95,10.94,10.94,PASSED
105194610475,-16.51,-16.51,-16.51,-16.51,-16.51,-16.51,-15.06,-15.06,-15.06,-15.06,-15.06,1.28,1.28,1.28,1.28,1.28,-16.4,-16.4,-16.4,-16.4,-16.4,-16.4,-15.69,-15.69,-15.69,-15.69,-15.69,0.77,0.77,0.77,0.77,0.77,-15.15,-15.15,-15.15,10.65,10.65,11.17,11.17,11.17,11.17,-15.25,-15.25,-15.25,11.42,11.42,11.36,11.36,11.36,11.36,PASSED
105210112177,-16.4,-16.4,-16.4,-16.4,-16.4,-16.4,-17.52,-17.52,-17.52,-17.52,-17.52,1.03,1.03,1.03,1.03,1.03,-16.62,-16.62,-16.62,-16.62,-16.62,-16.62,-16.07,-16.07,-16.07,-16.07,-16.07,0.78,0.78,0.78,0.78,0.78,-17.42,-17.42,-17.42,11.02,11.02,11.32,11.32,10.97,10.97,-16.26,-16.26,-16.26,11.2,11.2,10.98,10.98,11.32,11.32,PASSED
105204410788,-16.38,-16.38,-16.38,-16.38,-16.38,-16.38,-16.41,-16.41,-16.41,-16.41,-16.41,0.55,0.55,0.55,0.55,0.55,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.05,-16.05,-16.05,-16.05,-16.05,1.07,1.07,1.07,1.07,1.07,-17.12,-17.12,-17.12,10.85,10.85,10.85,10.85,10.85,10.85,-16.91,-16.91,-16.91,11.21,11.21,11.21,11.21,11.21,11.21,PASSED
105210111903,-16.92,-16.92,-16.92,-16.92,-16.92,-16.92,-17.24,-17.24,-17.24,-17.24,-17.24,1.77,1.77,1.77,1.77,1.77,-15.64,-15.64,-15.64,-15.64,-15.64,-15.64,-15.6,-15.6,-15.6,-15.6,-15.6,0.97,0.97,0.97,0.97,0.97,-17.95,-17.95,-17.95,10.9,10.9,10.91,10.91,10.66,10.66,-15.36,-15.36,-15.36,11.32,11.32,11.31,11.31,11.31,11.31,PASSED
105205210347,-15.14,-15.14,-15.14,-15.14,-15.14,-15.14,-15.32,-15.32,-15.32,-15.32,-15.32,1.24,1.24,1.24,1.24,1.24,-17.02,-17.02,-17.02,-17.02,-17.02,-17.02,-15.28,-15.28,-15.28,-15.28,-15.28,0.83,0.83,0.83,0.83,0.83,-16.7,-16.7,-16.7,10.81,10.81,10.63,10.63,10.64,10.64,-15.14,-15.14,-15.14,11.24,11.24,11.24,11.24,11.24,11.24,PASSED
105210111941,-16.03,-16.03,-16.03,-16.03,-16.03,-16.03,-15.7,-15.7,-15.7,-15.7,-15.7,1.55,1.55,1.55,1.55,1.55,-15.12,-15.12,-15.12,-15.12,-15.12,-15.12,-15.19,-15.19,-15.19,-15.19,-15.19,1.47,1.47,1.47,1.47,1.47,-15.71,-15.71,-15.71,11.07,11.07,11.06,11.06,11.07,11.07,-15.62,-15.62,-15.62,11.07,11.07,11.07,11.07,11.07,11.07,PASSED
105205210203,-15.63,-15.63,-15.63,-15.63,-15.63,-15.63,-15.85,-15.85,-15.85,-15.85,-15.85,1.3,1.3,1.3,1.3,1.3,-15.74,-15.74,-15.74,-15.74,-15.74,-15.74,-15.8,-15.8,-15.8,-15.8,-15.8,0.8,0.8,0.8,0.8,0.8,-17.63,-17.63,-17.63,10.84,10.84,10.97,10.97,10.39,10.39,-15.1,-15.1,-15.1,10.87,10.87,11.03,11.03,10.48,10.48,PASSED
105205210225,-17.11,-17.11,-17.11,-17.11,-17.11,-17.11,-16.79,-16.79,-16.79,-16.79,-16.79,0.49,0.49,0.49,0.49,0.49,-15.77,-15.77,-15.77,-15.77,-15.77,-15.77,-15.96,-15.96,-15.96,-15.96,-15.96,0.97,0.97,0.97,0.97,0.97,-17.78,-17.78,-17.78,10.1,10.1,10.63,10.63,10.64,10.64,-15.98,-15.98,-15.98,10.89,10.89,10.88,10.88,10.87,10.87,PASSED
105205110970,-15.28,-15.28,-15.28,-15.28,-15.28,-15.28,-17.04,-17.04,-17.04,-17.04,-17.04,1.08,1.08,1.08,1.08,1.08,-15.27,-15.27,-15.27,-15.27,-15.27,-15.27,-17.1,-17.1,-17.1,-17.1,-17.1,1.02,1.02,1.02,1.02,1.02,-17.44,-17.44,-17.44,10.92,10.92,10.84,10.84,11.01,11.01,-15.19,-15.19,-15.19,11.13,11.13,10.9,10.9,11.06,11.06,PASSED
105204410693,-16.6,-16.6,-16.6,-16.6,-16.6,-16.6,-16.57,-16.57,-16.57,-16.57,-16.57,0.99,0.99,0.99,0.99,0.99,-15.39,-15.39,-15.39,-15.39,-15.39,-15.39,-15.9,-15.9,-15.9,-15.9,-15.9,0.74,0.74,0.74,0.74,0.74,-17.53,-17.53,-17.53,10.8,10.8,10.91,10.91,10.5,10.5,-16.62,-16.62,-16.62,11.09,11.09,11.35,11.35,11.04,11.04,PASSED
105200910311,-17.19,-17.19,-17.19,-17.19,-17.19,-17.19,-16.27,-16.27,-16.27,-16.27,-16.27,1.74,1.74,1.74,1.74,1.74,-16.62,-16.62,-16.62,-16.62,-16.62,-16.62,-16.61,-16.61,-16.61,-16.61,-16.61,1.63,1.63,1.63,1.63,1.63,-17.53,-17.53,-17.53,10.75,10.75,11.29,11.29,11.06,11.06,-15.22,-15.22,-15.22,10.92,10.92,10.91,10.91,10.91,10.91,PASSED
105201610425,-17.21,-17.21,-17.21,-17.21,-17.21,-17.21,-17.23,-17.23,-17.23,-17.23,-17.23,1.49,1.49,1.49,1.49,1.49,-16.16,-16.16,-16.16,-16.16,-16.16,-16.16,-16.26,-16.26,-16.26,-16.26,-16.26,1.43,1.43,1.43,1.43,1.43,-17.19,-17.19,-17.19,11.1,11.1,11.09,11.09,11.1,11.1,-15.77,-15.77,-15.77,11.47,11.47,11.48,11.48,11.48,11.48,PASSED
105210112093,-16.15,-16.15,-16.15,-16.15,-16.15,-16.15,-15.88,-15.88,-15.88,-15.88,-15.88,1.37,1.37,1.37,1.37,1.37,-15.82,-15.82,-15.82,-15.82,-15.82,-15.82,-17.36,-17.36,-17.36,-17.36,-17.36,1.05,1.05,1.05,1.05,1.05,-16.85,-16.85,-16.85,10.68,10.68,10.82,10.82,10.5,10.5,-15.09,-15.09,-15.09,11.0,11.0,11.08,11.08,10.86,10.86,PASSED
105210112016,-16.97,-16.97,-16.97,-16.97,-16.97,-16.97,-17.0,-17.0,-17.0,-17.0,-17.0,1.71,1.71,1.71,1.71,1.71,-16.07,-16.07,-16.07,-16.07,-16.07,-16.07,-16.29,-16.29,-16.29,-16.29,-16.29,1.22,1.22,1.22,1.22,1.22,-17.1,-17.1,-17.1,11.16,11.16,11.16,11.16,11.15,11.15,-15.08,-15.08,-15.08,10.91,10.91,10.72,10.72,10.7,10.7,PASSED
105194610583,-15.16,-15.16,-15.16,-15.16,-15.16,-15.16,-16.99,-16.99,-16.99,-16.99,-16.99,1.18,1.18,1.18,1.18,1.18,-15.21,-15.21,-15.21,-15.21,-15.21,-15.21,-16.24,-16.24,-16.24,-16.24,-16.24,0.96,0.96,0.96,0.96,0.96,-16.55,-16.55,-16.55,10.7,10.7,11.18,11.18,10.54,10.54,-15.19,-15.19,-15.19,11.29,11.29,11.3,11.3,11.3,11.3,PASSED
105200611810,-15.81,-15.81,-15.81,-15.81,-15.81,-15.81,-15.82,-15.82,-15.82,-15.82,-15.82,1.48,1.48,1.48,1.48,1.48,-16.03,-16.03,-16.03,-16.03,-16.03,-16.03,-16.29,-16.29,-16.29,-16.29,-16.29,1.36,1.36,1.36,1.36,1.36,-16.59,-16.59,-16.59,11.11,11.11,10.79,10.79,10.46,10.46,-15.37,-15.37,-15.37,10.7,10.7,11.09,11.09,11.09,11.09,PASSED
105210311283,-16.96,-16.96,-16.96,-16.96,-16.96,-16.96,-16.92,-16.92,-16.92,-16.92,-16.92,0.82,0.82,0.82,0.82,0.82,-16.96,-16.96,-16.96,-16.96,-16.96,-16.96,-16.9,-16.9,-16.9,-16.9,-16.9,0.73,0.73,0.73,0.73,0.73,-17.39,-17.39,-17.39,11.05,11.05,11.15,11.15,10.76,10.76,-15.48,-15.48,-15.48,11.36,11.36,11.04,11.04,11.03,11.03,FAILED
105200611730,-17.19,-17.19,-17.19,-17.19,-17.19,-17.19,-17.25,-17.25,-17.25,-17.25,-17.25,1.46,1.46,1.46,1.46,1.46,-17.16,-17.16,-17.16,-17.16,-17.16,-17.16,-17.12,-17.12,-17.12,-17.12,-17.12,1.09,1.09,1.09,1.09,1.09,-15.9,-15.9,-15.9,10.73,10.73,10.73,10.73,10.73,10.73,-15.53,-15.53,-15.53,11.1,11.1,11.1,11.1,11.1,11.1,PASSED
105205210284,-16.14,-16.14,-16.14,-16.14,-16.14,-16.14,-17.83,-17.83,-17.83,-17.83,-17.83,0.98,0.98,0.98,0.98,0.98,-17.24,-17.24,-17.24,-17.24,-17.24,-17.24,-16.26,-16.26,-16.26,-16.26,-16.26,0.73,0.73,0.73,0.73,0.73,-16.9,-16.9,-16.9,11.03,11.03,10.38,10.38,10.74,10.74,-15.93,-15.93,-15.93,11.08,11.08,10.98,10.98,10.8,10.8,FAILED
105204410806,-15.75,-15.75,-15.75,-15.75,-15.75,-15.75,-15.3,-15.3,-15.3,-15.3,-15.3,1.63,1.63,1.63,1.63,1.63,-15.73,-15.73,-15.73,-15.73,-15.73,-15.73,-15.78,-15.78,-15.78,-15.78,-15.78,1.07,1.07,1.07,1.07,1.07,-16.95,-16.95,-16.95,10.75,10.75,10.84,10.84,10.85,10.85,-15.29,-15.29,-15.29,10.88,10.88,11.03,11.03,11.04,11.04,PASSED
105210111964,-16.78,-16.78,-16.78,-16.78,-16.78,-16.78,-15.3,-15.3,-15.3,-15.3,-15.3,0.88,0.88,0.88,0.88,0.88,-16.62,-16.62,-16.62,-16.62,-16.62,-16.62,-16.18,-16.18,-16.18,-16.18,-16.18,0.7,0.7,0.7,0.7,0.7,-17.74,-17.74,-17.74,10.98,10.98,10.71,10.71,10.72,10.72,-15.11,-15.11,-15.11,11.01,11.01,11.09,11.09,10.71,10.71,PASSED
105205110942,-16.64,-16.64,-16.64,-16.64,-16.64,-16.64,-16.6,-16.6,-16.6,-16.6,-16.6,0.86,0.86,0.86,0.86,0.86,-15.7,-15.7,-15.7,-15.7,-15.7,-15.7,-16.06,-16.06,-16.06,-16.06,-16.06,0.81,0.81,0.81,0.81,0.81,-15.69,-15.69,-15.69,10.68,10.68,10.76,10.76,10.49,10.49,-15.32,-15.32,-15.32,10.92,10.92,10.94,10.94,10.93,10.93,PASSED
105204410651,-15.23,-15.23,-15.23,-15.23,-15.23,-15.23,-15.34,-15.34,-15.34,-15.34,-15.34,1.55,1.55,1.55,1.55,1.55,-15.51,-15.51,-15.51,-15.51,-15.51,-15.51,-15.48,-15.48,-15.48,-15.48,-15.48,0.79,0.79,0.79,0.79,0.79,-16.21,-16.21,-16.21,10.53,10.53,10.51,10.51,10.51,10.51,-15.07,-15.07,-15.07,10.94,10.94,10.95,10.95,10.95,10.95,PASSED
105205110829,-15.78,-15.78,-15.78,-15.78,-15.78,-15.78,-15.37,-15.37,-15.37,-15.37,-15.37,1.25,1.25,1.25,1.25,1.25,-15.68,-15.68,-15.68,-15.68,-15.68,-15.68,-15.95,-15.95,-15.95,-15.95,-15.95,0.92,0.92,0.92,0.92,0.92,-17.07,-17.07,-17.07,11.0,11.0,11.04,11.04,10.67,10.67,-15.41,-15.41,-15.41,11.07,11.07,10.76,10.76,10.82,10.82,PASSED
105205110836,-15.42,-15.42,-15.42,-15.42,-15.42,-15.42,-16.65,-16.65,-16.65,-16.65,-16.65,1.27,1.27,1.27,1.27,1.27,-13.77,-13.77,-13.77,-13.77,-13.77,-13.77,-15.56,-15.56,-15.56,-15.56,-15.56,1.1,1.1,1.1,1.1,1.1,-17.94,-17.94,-17.94,11.1,11.1,11.1,11.1,10.59,10.59,-16.26,-16.26,-16.26,11.19,11.19,11.29,11.29,10.94,10.94,PASSED
105210112077,-15.27,-15.27,-15.27,-15.27,-15.27,-15.27,-16.46,-16.46,-16.46,-16.46,-16.46,0.8,0.8,0.8,0.8,0.8,-15.73,-15.73,-15.73,-15.73,-15.73,-15.73,-15.42,-15.42,-15.42,-15.42,-15.42,0.83,0.83,0.83,0.83,0.83,-18.04,-18.04,-18.04,11.01,11.01,11.02,11.02,9.71,9.71,-16.29,-16.29,-16.29,10.68,10.68,11.31,11.31,11.3,11.3,PASSED
105204410578,-16.18,-16.18,-16.18,-16.18,-16.18,-16.18,-16.16,-16.16,-16.16,-16.16,-16.16,0.95,0.95,0.95,0.95,0.95,-15.92,-15.92,-15.92,-15.92,-15.92,-15.92,-15.58,-15.58,-15.58,-15.58,-15.58,0.97,0.97,0.97,0.97,0.97,-16.82,-16.82,-16.82,10.64,10.64,10.54,10.54,10.37,10.37,-15.8,-15.8,-15.8,11.01,11.01,10.96,10.96,10.67,10.67,PASSED
105204610560,-15.97,-15.97,-15.97,-15.97,-15.97,-15.97,-15.9,-15.9,-15.9,-15.9,-15.9,0.43,0.43,0.43,0.43,0.43,-15.49,-15.49,-15.49,-15.49,-15.49,-15.49,-15.48,-15.48,-15.48,-15.48,-15.48,0.84,0.84,0.84,0.84,0.84,-16.57,-16.57,-16.57,10.83,10.83,10.82,10.82,10.81,10.81,-15.12,-15.12,-15.12,11.09,11.09,11.07,11.07,11.06,11.06,PASSED
105201510220,-15.09,-15.09,-15.09,-15.09,-15.09,-15.09,-15.6,-15.6,-15.6,-15.6,-15.6,0.84,0.84,0.84,0.84,0.84,-15.29,-15.29,-15.29,-15.29,-15.29,-15.29,-16.46,-16.46,-16.46,-16.46,-16.46,0.86,0.86,0.86,0.86,0.86,-16.03,-16.03,-16.03,11.01,11.01,11.11,11.11,10.8,10.8,-15.91,-15.91,-15.91,11.06,11.06,11.17,11.17,10.94,10.94,PASSED
105210111918,-17.02,-17.02,-17.02,-17.02,-17.02,-17.02,-15.94,-15.94,-15.94,-15.94,-15.94,1.18,1.18,1.18,1.18,1.18,-15.88,-15.88,-15.88,-15.88,-15.88,-15.88,-15.86,-15.86,-15.86,-15.86,-15.86,1.05,1.05,1.05,1.05,1.05,-17.12,-17.12,-17.12,11.05,11.05,11.06,11.06,11.05,11.05,-16.22,-16.22,-16.22,11.14,11.14,11.18,11.18,11.17,11.17,PASSED
105210112096,-15.24,-15.24,-15.24,-15.24,-15.24,-15.24,-15.22,-15.22,-15.22,-15.22,-15.22,1.54,1.54,1.54,1.54,1.54,-15.49,-15.49,-15.49,-15.49,-15.49,-15.49,-15.5,-15.5,-15.5,-15.5,-15.5,1.73,1.73,1.73,1.73,1.73,-15.75,-15.75,-15.75,10.81,10.81,10.95,10.95,10.85,10.85,-16.51,-16.51,-16.51,11.1,11.1,11.1,11.1,11.11,11.11,PASSED
105205210188,-16.45,-16.45,-16.45,-16.45,-16.45,-16.45,-16.57,-16.57,-16.57,-16.57,-16.57,1.3,1.3,1.3,1.3,1.3,-15.07,-15.07,-15.07,-15.07,-15.07,-15.07,-17.28,-17.28,-17.28,-17.28,-17.28,1.41,1.41,1.41,1.41,1.41,-16.96,-16.96,-16.96,10.5,10.5,10.99,10.99,10.8,10.8,-16.39,-16.39,-16.39,10.59,10.59,11.11,11.11,10.14,10.14,PASSED
105204410847,-15.15,-15.15,-15.15,-15.15,-15.15,-15.15,-15.15,-15.15,-15.15,-15.15,-15.15,1.24,1.24,1.24,1.24,1.24,-16.22,-16.22,-16.22,-16.22,-16.22,-16.22,-16.18,-16.18,-16.18,-16.18,-16.18,0.96,0.96,0.96,0.96,0.96,-15.67,-15.67,-15.67,10.75,10.75,10.77,10.77,10.75,10.75,-15.63,-15.63,-15.63,11.16,11.16,11.17,11.17,11.17,11.17,FAILED
105205110946,-17.58,-17.58,-17.58,-17.58,-17.58,-17.58,-15.23,-15.23,-15.23,-15.23,-15.23,1.06,1.06,1.06,1.06,1.06,-15.92,-15.92,-15.92,-15.92,-15.92,-15.92,-15.91,-15.91,-15.91,-15.91,-15.91,0.98,0.98,0.98,0.98,0.98,-15.81,-15.81,-15.81,11.02,11.02,11.02,11.02,10.79,10.79,-16.78,-16.78,-16.78,11.09,11.09,10.98,10.98,10.99,10.99,PASSED
105205210584,-15.35,-15.35,-15.35,-15.35,-15.35,-15.35,-15.39,-15.39,-15.39,-15.39,-15.39,1.13,1.13,1.13,1.13,1.13,-15.75,-15.75,-15.75,-15.75,-15.75,-15.75,-15.37,-15.37,-15.37,-15.37,-15.37,1.32,1.32,1.32,1.32,1.32,-16.69,-16.69,-16.69,11.25,11.25,10.99,10.99,10.99,10.99,-15.16,-15.16,-15.16,11.28,11.28,11.18,11.18,11.04,11.04,PASSED
105210112083,-15.74,-15.74,-15.74,-15.74,-15.74,-15.74,-16.71,-16.71,-16.71,-16.71,-16.71,1.22,1.22,1.22,1.22,1.22,-16.25,-16.25,-16.25,-16.25,-16.25,-16.25,-15.67,-15.67,-15.67,-15.67,-15.67,1.09,1.09,1.09,1.09,1.09,-17.25,-17.25,-17.25,10.4,10.4,10.6,10.6,10.58,10.58,-15.9,-15.9,-15.9,10.46,10.46,10.67,10.67,10.63,10.63,PASSED
105205210150,-16.4,-16.4,-16.4,-16.4,-16.4,-16.4,-15.01,-15.01,-15.01,-15.01,-15.01,1.42,1.42,1.42,1.42,1.42,-15.6,-15.6,-15.6,-15.6,-15.6,-15.6,-15.48,-15.48,-15.48,-15.48,-15.48,1.36,1.36,1.36,1.36,1.36,-17.04,-17.04,-17.04,10.63,10.63,11.31,11.31,11.06,11.06,-15.25,-15.25,-15.25,11.16,11.16,11.08,11.08,10.72,10.72,PASSED
105205110809,-16.25,-16.25,-16.25,-16.25,-16.25,-16.25,-16.26,-16.26,-16.26,-16.26,-16.26,1.38,1.38,1.38,1.38,1.38,-16.51,-16.51,-16.51,-16.51,-16.51,-16.51,-16.47,-16.47,-16.47,-16.47,-16.47,1.03,1.03,1.03,1.03,1.03,-16.03,-16.03,-16.03,11.11,11.11,11.12,11.12,11.08,11.08,-16.1,-16.1,-16.1,11.25,11.25,11.28,11.28,11.26,11.26,PASSED
105204610670,-16.71,-16.71,-16.71,-16.71,-16.71,-16.71,-16.68,-16.68,-16.68,-16.68,-16.68,0.57,0.57,0.57,0.57,0.57,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.22,-16.22,-16.22,-16.22,-16.22,0.88,0.88,0.88,0.88,0.88,-16.4,-16.4,-16.4,10.67,10.67,10.67,10.67,10.67,10.67,-15.01,-15.01,-15.01,10.88,10.88,10.87,10.87,10.87,10.87,PASSED
105205110869,-15.11,-15.11,-15.11,-15.11,-15.11,-15.11,-16.28,-16.28,-16.28,-16.28,-16.28,1.66,1.66,1.66,1.66,1.66,-15.09,-15.09,-15.09,-15.09,-15.09,-15.09,-17.32,-17.32,-17.32,-17.32,-17.32,1.32,1.32,1.32,1.32,1.32,-16.7,-16.7,-16.7,11.07,11.07,11.19,11.19,10.93,10.93,-15.85,-15.85,-15.85,11.13,11.13,11.37,11.37,11.27,11.27,PASSED
105204610673,-18.69,-18.69,-18.69,-18.69,-18.69,-18.69,-18.74,-18.74,-18.74,-18.74,-18.74,0.96,0.96,0.96,0.96,0.96,-16.04,-16.04,-16.04,-16.04,-16.04,-16.04,-17.89,-17.89,-17.89,-17.89,-17.89,0.81,0.81,0.81,0.81,0.81,-15.56,-15.56,-15.56,10.77,10.77,10.91,10.91,10.7,10.7,-15.02,-15.02,-15.02,10.82,10.82,10.86,10.86,10.68,10.68,PASSED
105205210162,-15.54,-15.54,-15.54,-15.54,-15.54,-15.54,-17.22,-17.22,-17.22,-17.22,-17.22,1.39,1.39,1.39,1.39,1.39,-15.32,-15.32,-15.32,-15.32,-15.32,-15.32,-15.32,-15.32,-15.32,-15.32,-15.32,1.13,1.13,1.13,1.13,1.13,-17.07,-17.07,-17.07,11.02,11.02,11.25,11.25,11.06,11.06,-15.32,-15.32,-15.32,11.24,11.24,11.1,11.1,11.14,11.14,PASSED
105204610516,-15.8,-15.8,-15.8,-15.8,-15.8,-15.8,-15.81,-15.81,-15.81,-15.81,-15.81,1.78,1.78,1.78,1.78,1.78,-16.35,-16.35,-16.35,-16.35,-16.35,-16.35,-16.34,-16.34,-16.34,-16.34,-16.34,1.3,1.3,1.3,1.3,1.3,-17.25,-17.25,-17.25,11.13,11.13,11.14,11.14,11.15,11.15,-15.85,-15.85,-15.85,11.22,11.22,11.22,11.22,11.23,11.23,PASSED
105205210414,-15.03,-15.03,-15.03,-15.03,-15.03,-15.03,-15.62,-15.62,-15.62,-15.62,-15.62,1.22,1.22,1.22,1.22,1.22,-15.38,-15.38,-15.38,-15.38,-15.38,-15.38,-16.05,-16.05,-16.05,-16.05,-16.05,1.05,1.05,1.05,1.05,1.05,-16.76,-16.76,-16.76,10.83,10.83,10.79,10.79,10.73,10.73,-15.29,-15.29,-15.29,11.08,11.08,11.05,11.05,10.84,10.84,PASSED
105204410633,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.17,-16.17,-16.17,-16.17,-16.17,1.04,1.04,1.04,1.04,1.04,-15.1,-15.1,-15.1,-15.1,-15.1,-15.1,-16.83,-16.83,-16.83,-16.83,-16.83,0.95,0.95,0.95,0.95,0.95,-16.98,-16.98,-16.98,10.47,10.47,10.78,10.78,10.47,10.47,-15.45,-15.45,-15.45,10.94,10.94,11.02,11.02,10.78,10.78,PASSED
105204410963,-16.52,-16.52,-16.52,-16.52,-16.52,-16.52,-16.51,-16.51,-16.51,-16.51,-16.51,1.02,1.02,1.02,1.02,1.02,-15.37,-15.37,-15.37,-15.37,-15.37,-15.37,-15.42,-15.42,-15.42,-15.42,-15.42,0.85,0.85,0.85,0.85,0.85,-17.04,-17.04,-17.04,10.44,10.44,11.04,11.04,11.04,11.04,-15.38,-15.38,-15.38,10.92,10.92,11.16,11.16,11.14,11.14,PASSED
105205210010,-15.73,-15.73,-15.73,-15.73,-15.73,-15.73,-15.86,-15.86,-15.86,-15.86,-15.86,1.6,1.6,1.6,1.6,1.6,-15.79,-15.79,-15.79,-15.79,-15.79,-15.79,-15.73,-15.73,-15.73,-15.73,-15.73,1.38,1.38,1.38,1.38,1.38,-17.4,-17.4,-17.4,11.23,11.23,10.98,10.98,10.98,10.98,-15.24,-15.24,-15.24,10.81,10.81,11.17,11.17,10.93,10.93,FAILED
105205210146,-16.85,-16.85,-16.85,-16.85,-16.85,-16.85,-15.99,-15.99,-15.99,-15.99,-15.99,0.6,0.6,0.6,0.6,0.6,-15.66,-15.66,-15.66,-15.66,-15.66,-15.66,-15.26,-15.26,-15.26,-15.26,-15.26,0.72,0.72,0.72,0.72,0.72,-17.39,-17.39,-17.39,11.23,11.23,11.23,11.23,11.24,11.24,-17.21,-17.21,-17.21,11.26,11.26,11.26,11.26,11.27,11.27,PASSED
105205110983,-16.18,-16.18,-16.18,-16.18,-16.18,-16.18,-16.87,-16.87,-16.87,-16.87,-16.87,1.25,1.25,1.25,1.25,1.25,-15.03,-15.03,-15.03,-15.03,-15.03,-15.03,-16.97,-16.97,-16.97,-16.97,-16.97,0.88,0.88,0.88,0.88,0.88,-17.39,-17.39,-17.39,10.74,10.74,10.75,10.75,10.76,10.76,-15.24,-15.24,-15.24,11.2,11.2,11.07,11.07,11.01,11.01,PASSED
105205210466,-15.66,-15.66,-15.66,-15.66,-15.66,-15.66,-16.57,-16.57,-16.57,-16.57,-16.57,1.06,1.06,1.06,1.06,1.06,-15.69,-15.69,-15.69,-15.69,-15.69,-15.69,-16.53,-16.53,-16.53,-16.53,-16.53,0.98,0.98,0.98,0.98,0.98,-17.25,-17.25,-17.25,10.63,10.63,10.77,10.77,10.45,10.45,-16.54,-16.54,-16.54,10.79,10.79,10.81,10.81,10.5,10.5,PASSED
105210112010,-15.93,-15.93,-15.93,-15.93,-15.93,-15.93,-16.24,-16.24,-16.24,-16.24,-16.24,0.93,0.93,0.93,0.93,0.93,-16.83,-16.83,-16.83,-16.83,-16.83,-16.83,-16.89,-16.89,-16.89,-16.89,-16.89,1.03,1.03,1.03,1.03,1.03,-17.27,-17.27,-17.27,10.44,10.44,11.01,11.01,10.7,10.7,-16.32,-16.32,-16.32,11.05,11.05,11.07,11.07,10.93,10.93,PASSED
105205210307,-16.8,-16.8,-16.8,-16.8,-16.8,-16.8,-16.86,-16.86,-16.86,-16.86,-16.86,0.37,0.37,0.37,0.37,0.37,-16.14,-16.14,-16.14,-16.14,-16.14,-16.14,-16.16,-16.16,-16.16,-16.16,-16.16,0.8,0.8,0.8,0.8,0.8,-16.53,-16.53,-16.53,11.06,11.06,11.06,11.06,11.06,11.06,-16.23,-16.23,-16.23,11.08,11.08,11.09,11.09,11.07,11.07,PASSED
105204210786,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.52,-15.52,-15.52,-15.52,-15.52,1.54,1.54,1.54,1.54,1.54,-15.24,-15.24,-15.24,-15.24,-15.24,-15.24,-15.57,-15.57,-15.57,-15.57,-15.57,1.2,1.2,1.2,1.2,1.2,-15.84,-15.84,-15.84,10.92,10.92,10.86,10.86,10.62,10.62,-15.71,-15.71,-15.71,11.08,11.08,11.11,11.11,10.98,10.98,FAILED
105205210085,-18.45,-18.45,-18.45,-18.45,-18.45,-18.45,-18.43,-18.43,-18.43,-18.43,-18.43,1.15,1.15,1.15,1.15,1.15,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-15.93,-15.93,-15.93,-15.93,-15.93,1.09,1.09,1.09,1.09,1.09,-16.22,-16.22,-16.22,11.16,11.16,11.15,11.15,11.16,11.16,-15.58,-15.58,-15.58,11.21,11.21,11.21,11.21,11.19,11.19,PASSED
